shot_id,shot_made_flag
3170,7.34964189423776e-08
3171,7.97031694808491e-08
3172,7.41221160789612e-08
3176,0.00580026498618123
3180,1.10810314672851e-07
3189,1.21276536151272e-07
3198,1.12737472055948e-07
3206,8.17193152993271e-08
3215,1.56672652557233e-06
3222,8.21299528342652e-06
3228,6.78985343247546e-08
3229,7.28215867714229e-08
3232,4.48740652032205e-08
3233,7.10695204507223e-08
3238,6.24053592167858e-08
3256,3.18561884543034e-06
3264,4.63047425617391e-07
3273,9.94894542770557e-08
3275,1.28544358331483e-06
3285,2.30730833579411e-06
3289,1.08333025036443e-07
3294,3.37409849722301e-08
3306,4.86600702534223e-08
3311,3.42759995049509e-05
3318,1.01169702732647e-07
3322,5.40717618487993e-07
3324,8.91631723294213e-08
3334,6.75097143990295e-07
3341,8.81455225612111e-08
3345,1.12237338309908e-07
3346,7.34699327453682e-05
3352,1.27484082630628e-07
3368,7.50446382681341e-08
3371,1.56222398214665e-08
3372,9.24827256093924e-08
3375,1.06371859677519e-07
3384,9.40455431118101e-08
3387,9.76402466230413e-08
3393,8.92462768546683e-08
3406,1.03352556164453e-07
3411,5.25635043994426e-07
3412,6.3350960472783e-06
3414,4.86702867035228e-07
3417,7.9959893965393e-06
3420,3.234271871302e-05
3423,2.85073024013324e-05
3436,1.13748331073278e-07
3438,2.10175407222276e-05
3442,8.16377548672032e-08
3443,1.37707802687067e-07
3451,1.02461497454236e-07
3461,7.80465464501854e-08
3489,6.77752940582193e-08
3491,4.28154313332476e-07
3510,1.57802019736167e-06
3515,4.74685668443106e-07
3527,8.6896033788199e-08
3530,6.19244304350062e-06
3540,2.22760266838191e-08
3582,5.35243414487733e-08
3604,5.08542989964903e-06
3605,8.62701198091005e-08
3609,2.44950671931882e-07
3624,5.21073124233826e-08
3628,3.71810080713617e-05
3630,7.94817320071764e-08
3641,1.08367302248607e-07
3642,1.07123639088852e-07
3648,3.40649320633498e-08
3650,0.00532434668352613
3652,0.0042033820141507
3660,1.05232306207533e-07
3664,7.90709224281708e-08
3670,1.11790974386418e-07
3672,7.39300144741146e-08
3680,5.05706846374554e-06
3682,0.0049259537355556
3685,1.40758209427289e-06
3686,1.19447047293619e-07
3689,8.55330331323108e-08
3705,9.6039511724526e-08
3712,9.07985074699447e-08
3713,8.91276260325224e-08
3719,8.00524899910917e-08
3721,8.34902495662756e-08
3723,1.2671589794818e-06
3724,8.52624953998518e-08
3727,8.97385860048977e-08
3733,6.07264860637791e-07
3734,1.06271200301591e-07
3742,8.8291033794324e-08
3770,5.26445895744189e-08
3777,4.22694882983195e-08
3778,3.56797742517681e-08
3780,8.45792757367174e-08
3783,1.13800893377395e-07
3784,9.38812955875613e-08
3788,9.42386341623946e-08
3790,9.08826138942664e-08
3794,4.35083300352315e-08
3795,2.19635950575249e-07
3796,9.70550114520234e-08
3801,5.10451759725061e-07
3806,1.12782684954557e-07
3813,1.14869994043356e-07
3814,1.14649079692373e-07
3818,0.000442799370005293
3824,9.32824531582619e-08
3836,1.23444353934722e-07
3853,1.27736866184689e-07
3855,1.19353663707646e-07
3858,6.49408479470298e-06
3861,3.36927390356367e-05
3866,1.05037667722529e-07
3870,1.04570245201823e-07
3874,0.00468403976876035
3876,9.91371760837048e-08
3878,1.10393293076684e-07
3890,3.91320283188523e-08
3900,0.00116550215483902
3904,3.95374499712418e-08
3906,3.97803386974794e-08
3907,3.73352169035842e-08
3908,3.36126985184324e-08
3912,5.52809186608808e-06
3918,0.00449249212865241
3923,0.00382363462106868
3924,3.75703482137628e-08
3925,3.0424543156826e-06
3927,6.57508967406334e-07
3955,0.00392595413184324
3964,5.11016845761751e-06
3969,4.50307874413489e-06
3974,2.49949008881261e-05
3976,5.22367567074597e-06
3984,9.70043539107824e-08
3991,3.55977120211132e-08
3993,0.00590500025340026
4009,8.94411928839724e-08
4011,1.03764835003388e-07
4020,1.37118568609265e-07
4033,3.80483055283634e-08
4041,8.40737280298488e-08
4045,0.000326559315389049
4052,6.2254529634774e-06
4055,1.22016171776021e-07
4056,1.10063498359028e-07
4057,1.06345781277333e-07
4067,0.00446017002988699
4069,1.00167329915409e-07
4077,1.01128149927766e-07
4094,3.95011986358195e-08
4095,3.3632370212785e-08
4100,1.16425320105384e-07
4119,7.59837470033281e-08
4130,5.23848890140565e-06
4131,7.31110124890026e-08
4132,5.09937717264029e-07
4134,4.38576210659673e-06
4137,0.000235529224304555
4138,6.7451838695886e-08
4143,8.9158609040543e-08
4145,2.66219162107106e-06
4148,7.29987647506908e-08
4163,2.25231672497117e-08
4166,1.2897118705068e-07
4169,3.11576895787702e-05
4170,5.31970804114491e-08
4174,6.36558806043361e-06
4180,7.72720070609889e-08
4199,0.00564877621404122
4201,8.22403316079593e-08
4203,3.98869210760197e-08
4210,4.05984934364999e-11
4211,1.175994313671e-07
4213,0.00418058243750892
4225,4.12074178715112e-08
4235,1.06643379952322e-07
4242,9.77497390430244e-08
4245,8.8997570888629e-08
4250,1.00820476550901e-07
4252,9.28374048052259e-08
4254,5.77584374225172e-06
4263,5.24032339045044e-06
4264,5.03977553451454e-06
4268,6.21422170017254e-08
4270,9.57576649418058e-08
4282,3.3621608347641e-05
4283,1.14778717781722e-07
4291,8.82976219947938e-08
4304,7.32776180172291e-08
4306,9.85372158678664e-08
4309,8.8109673350677e-08
4310,1.03076924903864e-07
4313,9.60263376307238e-08
4314,9.55787279304258e-08
4315,8.93545543798121e-08
4321,3.84958329904445e-08
4324,3.84460758680869e-08
4325,7.23873419072493e-08
4328,7.83007237842818e-08
4329,2.64386883797066e-08
4332,8.3671357129767e-08
4337,9.69843971201767e-08
4342,1.01681845772162e-07
4344,7.09718888621063e-08
4352,8.83201339164701e-08
4355,2.32726217138923e-08
4366,6.94171139832528e-08
4371,1.15995149486228e-07
4372,1.10684203794456e-07
4376,9.21587198658796e-08
4384,9.58799472630925e-08
4387,9.80626281819302e-08
4389,4.4980946053852e-08
4390,1.01921471331913e-07
4406,2.869407726911e-08
4407,5.41108610471818e-05
4409,0.005590803847783
4410,3.20978259781595e-05
4424,9.66744178288001e-08
4434,8.57522124522731e-08
4452,1.17505839261645e-06
4460,3.79609800646e-08
4470,1.97939441283408e-05
4480,8.48875415952365e-08
4496,0.00465117744216342
4503,1.01873065672794e-07
4512,7.00131618195874e-08
4518,1.44295128845227e-05
4519,5.81917580253909e-08
4522,9.36971146257007e-08
4525,8.06853609377386e-08
4537,7.80124431582555e-07
4546,1.05891819150925e-07
4547,0.00230482518251301
4553,9.2888814457765e-08
4556,3.43977451261722e-08
4558,1.31388186037323e-06
4563,2.17547864397203e-08
4568,1.05937169568545e-07
4574,3.16910030348361e-05
4578,7.90089625480088e-08
4587,9.03195272435258e-08
4592,5.87112205889343e-07
4610,8.45203678516459e-08
4615,1.80352067882838e-06
4619,4.17112079440478e-08
4620,6.60565173637662e-07
4625,1.41942367497669e-06
4635,8.63078576711382e-08
4636,8.70825553262642e-08
4641,1.01991145428246e-07
4650,6.92980691476439e-08
4653,0.00028398753713681
4665,5.43380843900985e-08
4668,7.31259937171209e-05
4669,1.810031578103e-08
4670,2.19960920409634e-07
4674,1.14038548030252e-07
4675,8.51381852944792e-08
4676,3.31647945512724e-06
4679,1.05183633030972e-07
4680,0.0006201229326393
4686,1.11066647020336e-07
4699,1.05417144873638e-07
4713,1.45224396624505e-05
4718,5.96527912446568e-08
4721,7.41266719385297e-08
4722,6.47232966235172e-08
4724,8.48140024443229e-08
4730,0.00179717706547578
4731,9.69054991204554e-08
4735,2.88672714749913e-08
4743,2.97148195526271e-08
4745,8.66589137378259e-08
4746,1.04019892625984e-06
4747,6.32569991353412e-08
4748,7.023810857365e-08
4769,7.5736449169964e-08
4771,3.71923876051555e-08
4774,1.11170314307586e-07
4784,8.93036096626079e-08
4797,9.6467595164911e-08
4801,4.97474019108463e-07
4804,1.95761226669756e-08
4820,1.19790548736436e-07
4833,3.83742295326739e-08
4834,4.03589092252098e-08
4851,1.14497864495706e-07
4859,3.04705590627597e-08
4860,0.0032799787420449
4863,4.22910747672848e-08
4873,4.23191919883531e-08
4881,9.28415354384815e-08
4892,3.1060015588393e-08
4908,5.94024489905619e-06
4911,1.01184448998412e-07
4915,6.80720643438968e-08
4922,9.82001251407933e-08
4929,6.71072680841407e-06
4936,2.44280345046466e-08
4939,1.15356659339644e-07
4951,9.82585056958499e-08
4956,1.03871603735751e-07
4961,9.03544934825137e-08
4964,1.0293720830264e-07
4981,6.97251169823454e-08
4991,0.00414316929180588
4992,9.24628806193265e-08
4997,8.00539784018343e-08
5004,9.64538271163965e-08
5010,8.01931748498714e-08
5012,1.1005697511673e-07
5015,2.04824591786325e-08
5020,1.00899457840038e-07
5030,7.63606722385444e-08
5051,0.00594053204436605
5052,6.00335731338678e-06
5057,4.92000604552518e-06
5058,4.67371174072523e-06
5060,7.2405299065168e-08
5061,3.14367665123322e-08
5064,4.3632776755876e-06
5078,2.16044437672055e-06
5080,1.92071528299382e-06
5088,3.9277696096678e-08
5089,8.29069054089302e-06
5090,5.9477168457326e-08
5103,3.56000156812192e-05
5108,8.93733916961477e-08
5114,8.64206316995222e-08
5115,7.65221418401345e-08
5124,2.82027381226497e-06
5137,6.23616336359321e-06
5139,9.63466041843345e-08
5144,6.43479336653856e-08
5149,5.71073765201929e-05
5157,1.03486015055916e-07
5163,5.32837964080871e-08
5174,7.45782727900808e-08
5176,5.83281821108313e-06
5179,9.84366848817662e-08
5186,6.36393852731062e-06
5203,9.81556481125674e-07
5204,2.11484143594859e-05
5206,7.87518473357893e-08
5207,4.63741619423978e-07
5220,8.63566346718839e-08
5221,2.94721401097336e-05
5224,4.05786365735885e-08
5227,7.15434696258276e-08
5229,9.96885765150217e-08
5232,0.000314558782773469
5240,2.34486740306086e-05
5242,7.07296236559565e-07
5243,8.47036690426421e-08
5245,1.37587498093027e-06
5248,5.33496767301479e-06
5249,1.08213278400454e-07
5254,9.53300238942206e-08
5269,7.54478241368654e-08
5272,3.94204667224325e-08
5276,3.85794781572379e-08
5286,2.99554515582932e-05
5290,1.08790188381011e-07
5308,3.43809358797529e-06
5316,4.50925924395746e-08
5318,5.71287229432881e-06
5319,3.4828209006381e-08
5320,9.16972563147868e-07
5322,2.26706672187158e-08
5324,7.03348213477658e-08
5331,1.39429909377955e-06
5336,0.00505240637368815
5344,5.4358089904707e-06
5354,9.64699107895033e-08
5356,1.14370007243977e-10
5358,1.0127617555575e-07
5361,7.71120407868052e-08
5365,2.33434201594739e-05
5370,4.21921212024918e-07
5376,3.34978448559924e-08
5383,8.97501699413814e-08
5384,7.08839813220677e-08
5385,8.49111389889267e-08
5393,3.54586730753167e-05
5397,7.16017507941894e-08
5398,7.00707936165468e-08
5402,7.5634404104896e-08
5407,2.6652198982486e-05
5409,3.93449719092304e-08
5425,4.88454144709675e-06
5428,1.89574323378578e-05
5430,9.05555053985559e-08
5442,7.26555309186546e-08
5447,5.0401333845083e-06
5470,6.53162870752176e-08
5485,3.15400237779459e-08
5493,9.98634036465988e-08
5502,7.34902565728244e-07
5504,7.43820624642197e-08
5517,7.60824562398479e-08
5522,9.11640278149848e-08
5527,2.78224528779147e-05
5528,1.04627436214442e-07
5536,5.49603512651527e-07
5545,1.24406442631864e-07
5576,9.74824120175317e-08
5577,1.8138111606431e-07
5592,1.00626967773286e-07
5594,8.70393440692682e-08
5595,3.21135756598981e-08
5596,2.75297799515811e-08
5599,1.89092625289045e-07
5606,5.32193613074808e-06
5617,2.83958019722414e-08
5625,1.59895319310554e-06
5626,1.1960936639744e-07
5627,1.78457336087839e-05
5642,1.71700368503463e-05
5659,0.00328136300894111
5664,1.46537864586258e-05
5666,1.57915953321868e-06
5671,6.73338809030435e-08
5674,3.6547691468862e-08
5677,1.08753610213248e-06
5681,5.45004277028006e-08
5683,9.06739642343011e-11
5700,4.5491225014245e-06
5713,5.99180020341395e-06
5715,5.86601787103016e-06
5718,3.55274425620382e-08
5726,5.76281702785528e-07
5738,4.64378341168815e-08
5741,1.54840515018447e-06
5743,1.92680301314723e-06
5753,5.13501753088258e-06
5761,7.43366829187047e-08
5789,9.86903706722041e-06
5797,3.49032311504806e-08
5803,8.36780749965278e-08
5810,5.02146294271216e-06
5813,9.26771550252224e-08
5817,6.17632026878291e-08
5818,1.0849898780994e-06
5822,9.09896369992465e-08
5829,9.7075587518006e-07
5846,1.61602159068879e-06
5847,9.02031035125505e-08
5854,8.49702286889467e-08
5858,4.00726800198761e-06
5863,5.8222061142332e-08
5869,1.26996252664873e-07
5870,7.99636601710213e-08
5876,5.72860571006972e-08
5881,8.2528992486584e-08
5901,9.87918688876158e-08
5922,4.98096921600757e-07
5928,2.40441951557151e-05
5933,4.68847059635352e-06
5934,2.26464279283023e-05
5946,1.05221310813699e-07
5951,1.1152375584313e-07
5955,2.43653193139082e-08
5956,0.000964934732840084
5965,3.49949209359372e-08
5972,8.7615191436867e-08
5981,1.07009584302141e-07
5997,5.05203761521328e-06
6005,8.18827126595353e-08
6009,8.16632464305486e-08
6010,6.45032319376635e-08
6015,3.6235950248273e-08
6039,1.08609901079497e-07
6047,1.79354076514846e-05
6051,1.11518607933539e-10
6056,8.43661705766531e-08
6061,7.13866411266147e-08
6064,6.84227397313026e-08
6065,9.49946170479734e-08
6070,8.32199260567909e-08
6085,2.79160437172502e-05
6086,5.90012041170454e-08
6091,3.47474077878639e-05
6097,1.48304700701273e-07
6099,6.80620683870567e-06
6104,2.41116442512846e-05
6108,7.16224779097362e-06
6109,6.70141562014432e-06
6124,2.31947812586505e-06
6142,2.8259380617257e-05
6144,3.46241164159661e-08
6150,4.42933813608759e-08
6154,5.44759619954255e-06
6155,2.23206104899219e-07
6156,0.00570732181660365
6158,3.96441381738877e-08
6159,0.00547067326047755
6169,2.33406453888297e-05
6170,1.12087037121687e-10
6179,8.15189893636214e-08
6184,5.54978589801249e-07
6186,0.000315242631787285
6204,1.21311905780635e-08
6230,4.60761522579854e-06
6231,6.40063492629639e-08
6232,0.000962245619652137
6235,3.32119409008408e-08
6237,1.36059802129214e-05
6239,2.64485084027995e-08
6263,4.32063389963383e-06
6265,3.57616941814957e-08
6270,8.20337253238838e-07
6271,1.08009436050595e-07
6278,4.64754674180225e-06
6279,1.19466805927357e-05
6288,2.93434272123715e-08
6294,4.97253627099874e-08
6295,7.10414711764871e-08
6302,1.33608763861796e-06
6306,3.06976267886926e-08
6322,0.000299805539771146
6324,7.33008053447234e-08
6327,8.65923922977766e-08
6331,5.03204023244591e-06
6334,7.56226282201303e-08
